# BEAST v1.7.5
# Generated Sun Apr 07 14:14:09 BST 2013 [seed=1365340446246]
state	posterior	prior	likelihood	treeLikelihood	skyline	treeModel.rootHeight	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10
5875000	-8674.1379632309	-1371.280148265661	-7302.857814965239	-7302.857814965239	-1213.3292991735939	0.6273655552415206	9.283788412559694	0.36882204328329427	0.18810365175045288	0.19812248191203033	0.2449518230542226	0.005345890750098588	19.909206838589665	26.730927695485896	1.4768336002917772	3.080764190695271	8.422386922227036	0.4517601017475843	0.38684588563110067	0.2836726465381323	0.08645120169521349	0.02724058022023078	99.0	83.0	109.0	107.0	30.0	40.0	21.0	14.0	8.0	2.0
5900000	-8707.981990723474	-1378.8550661671761	-7329.126924556298	-7329.126924556298	-1220.2884874229803	0.6049226239509699	8.589607589127914	0.3494343230262937	0.19670909259684383	0.19618846030314485	0.25766812407371775	0.005276257827257022	20.030857705278713	25.593949667329454	1.0875281197775788	2.9918899248142354	8.42043159232087	0.7228011898073406	0.7535613945301185	0.21830141635151212	0.05525565796958289	0.034045682637097646	92.0	88.0	113.0	100.0	37.0	37.0	10.0	31.0	2.0	3.0
5925000	-8712.855527606727	-1397.2016445174963	-7315.6538830892305	-7315.6538830892305	-1241.533696098993	0.5948996815946522	9.410839065542447	0.35111638782955396	0.18167977998675908	0.20772995222337323	0.25947387996031374	0.00525692916709189	23.99055106537478	27.546143927220083	1.2262147835159751	2.797108608120794	8.274254672541502	1.6966207277548622	0.29989565825780173	0.1995941912432023	0.007312179573034495	0.0022518086567677727	91.0	84.0	116.0	84.0	43.0	38.0	4.0	51.0	1.0	1.0
5950000	-8716.879955548953	-1381.4137792705174	-7335.466176278436	-7335.466176278436	-1219.6627704752593	0.560666249219048	8.714769623525473	0.37412141799950177	0.16871905325635667	0.19174288169867146	0.26541664704547013	0.004879815367361827	25.37714363942366	26.138648082797623	1.533731781168952	3.024226751190141	10.772260935962668	2.209501848465693	1.8143650652740198	0.21279473119017545	0.1252829038590842	0.011694399059015531	88.0	87.0	105.0	93.0	34.0	36.0	8.0	55.0	3.0	4.0
5975000	-8715.200732944204	-1379.3258990419122	-7335.874833902292	-7335.874833902292	-1219.9982447329955	0.5655172006527613	8.551894716319005	0.36752495436505617	0.17452596798919404	0.20779452565148673	0.2501545519942631	0.005326646949106885	23.887671446284223	29.81172196674787	1.4623359789789407	3.116341154129255	11.367571460623298	4.2581838133544325	0.7266586687997987	0.18440105660625866	0.02099744224254991	0.004421712753193475	94.0	80.0	106.0	74.0	40.0	42.0	24.0	45.0	7.0	1.0
6000000	-8677.420668596013	-1361.8436994006233	-7315.576969195388	-7315.576969195388	-1199.3070786654123	0.5733511191278227	7.344152371580892	0.35716864917973173	0.18651435373921443	0.19198126520119357	0.26433573187986037	0.004759016688232093	20.948971882158595	34.43324275072757	1.1090566122941157	3.760742531427109	18.18859926427221	4.314043320125461	1.2560768848754469	0.09240242167650724	0.027288304794559688	0.012821118823419641	93.0	75.0	108.0	72.0	34.0	42.0	26.0	60.0	2.0	1.0
6025000	-8744.487832020417	-1429.7419139827493	-7314.745918037667	-7314.745918037667	-1266.843548411416	0.6146640313205771	9.313444121120892	0.3599160521872676	0.17753879692435137	0.20288960910009057	0.25965554178829064	0.00477051497768087	18.78851899887577	30.496897989525646	2.208728330269602	4.069805830562956	15.948383530016882	2.2455512498215535	1.361817732426735	0.15528471642160735	0.10691394563494602	0.06508123693064125	95.0	79.0	94.0	78.0	41.0	44.0	26.0	44.0	10.0	2.0
6050000	-8723.330601156997	-1418.1614066828743	-7305.169194474122	-7305.169194474122	-1254.7000049385058	0.5972941624400935	10.076516138057777	0.35884616074071257	0.1890422357277318	0.21613230518386103	0.23597929834769474	0.0051192743088274515	17.02405580694023	25.981441623801842	1.273071140388704	3.3725272258722763	15.326605603484273	5.032386062350663	0.7519681738045241	0.253613074132786	0.07612048791477698	0.0703274844150502	99.0	79.0	94.0	81.0	34.0	43.0	29.0	32.0	13.0	9.0
6075000	-8699.604498595303	-1363.8717526941805	-7335.732745901123	-7335.732745901123	-1198.1670995090321	0.6905903189533522	8.810153217850628	0.35388991482583493	0.1718294334044049	0.21732348233107504	0.25695716943868524	0.004958802383678295	19.226724040410108	26.119293733000486	0.9975014581946362	4.3474183030942	19.2650105411733	3.561986879166731	0.6545324571933406	0.13324824343154762	0.14667662361124814	0.2079369038885482	106.0	77.0	106.0	82.0	18.0	37.0	31.0	41.0	10.0	5.0
6100000	-8695.088577045342	-1392.146297338365	-7302.942279706978	-7302.942279706978	-1227.4275194781187	0.6596970342720847	8.113413769010734	0.361913330259314	0.17389706517114062	0.20939970222422183	0.25478990234532367	0.004945597111015263	15.876667957648246	24.87359345123092	1.0220260687703733	5.940301173829562	14.100470891716952	6.0849999849548775	0.6378557484111235	0.12144311352889796	0.17606568672466708	0.0476960578427672	101.0	85.0	101.0	83.0	14.0	42.0	39.0	26.0	16.0	6.0
6125000	-8687.165111063963	-1372.5447015243913	-7314.620409539572	-7314.620409539572	-1207.7491614766245	0.6537659028879304	8.637656215465958	0.3560858217902209	0.18314051181512683	0.20483379357587264	0.2559398728187797	0.0051017975962825675	17.79699114997684	21.09234236140273	1.0130266528111163	4.967554495468246	12.503750268496015	8.127386261273836	0.48424680968649214	0.12412129253043727	0.269970211813334	0.05307360377496372	92.0	95.0	96.0	97.0	10.0	30.0	42.0	27.0	16.0	8.0
6150000	-8632.299057639539	-1327.4754125883137	-7304.823645051224	-7304.823645051224	-1164.8624998696998	0.5577324518870076	9.82900869361012	0.37991310568823305	0.1654508492898	0.20566519773348169	0.24897084728848543	0.004999576214636969	19.3761114363944	25.289567568213155	1.093129870013761	3.029327205701572	8.898930033307371	11.551176926415478	0.9091594485367398	0.1323363638481282	0.1328177036287291	0.008814207866092551	94.0	92.0	97.0	92.0	3.0	42.0	34.0	30.0	24.0	5.0
6175000	-8662.55698057163	-1348.924701974248	-7313.632278597382	-7313.632278597382	-1188.2705830559805	0.570646616450854	8.029304030484402	0.3546902582008669	0.19095557214663536	0.20087816001668923	0.25347600963580863	0.005417069598769821	24.025308091121786	27.577365889618488	1.1109819760391593	3.74512065729704	2.025608555302034	8.225742228269553	0.792673063743637	0.09176717512257614	0.06734406334792456	0.013220540815944573	87.0	98.0	88.0	102.0	2.0	47.0	37.0	23.0	26.0	3.0
6200000	-8652.768083283008	-1350.069735831819	-7302.69834745119	-7302.69834745119	-1188.8468886513524	0.5860842766831279	6.9941375503073795	0.3641965089506408	0.16767189022379117	0.21546747210488995	0.2526641287206781	0.004766763465266071	18.30965850479515	24.280192700712334	1.7974681557435848	3.281804613020776	2.4977968612462287	11.57099689826	0.5298457698227756	0.0868155016231642	0.13556582768766068	0.03231005596200057	93.0	88.0	85.0	110.0	4.0	44.0	42.0	18.0	25.0	4.0
6225000	-8655.382024352733	-1341.744897219266	-7313.637127133467	-7313.637127133467	-1184.0391603719424	0.6343640519554515	7.74554146291015	0.367399127595745	0.18774338643378743	0.1985699952505076	0.24628749071996	0.005025642666791133	19.66532956569404	22.768336698979176	1.2990619560903789	2.37203175979534	2.8415684786241644	7.506785525750051	0.5708587992267082	0.14455110965897996	0.05888050728437156	0.02660143010846493	95.0	91.0	76.0	118.0	6.0	42.0	33.0	23.0	28.0	1.0
6250000	-8636.898703496143	-1302.3322241108517	-7334.566479385291	-7334.566479385291	-1141.0034541912216	0.6140226256350925	8.25834769037648	0.35542397464041947	0.18987924978964527	0.21184287226979429	0.24285390330014106	0.005307788740418612	16.90295831605194	25.258978446435812	1.5134115114353603	2.573068878984414	5.546127760445132	16.093326322350393	1.1207978801856175	0.13111175428655533	0.05846474116592672	0.035249585572967604	109.0	82.0	76.0	120.0	1.0	31.0	40.0	20.0	18.0	16.0
6275000	-8693.884129387458	-1343.6176177504353	-7350.266511637022	-7350.266511637022	-1185.0092535685758	0.6723239017868818	8.560683068914189	0.3659171574096953	0.18207355885901597	0.20121279382643179	0.25079648990485703	0.005449545124138822	18.9169950090185	17.068948314280984	1.312085303958581	2.235339304224171	5.2881883007765556	6.932006158392141	0.5491109723462714	0.09424274702544988	0.061515126017977304	0.11286109077645023	102.0	93.0	67.0	119.0	6.0	45.0	32.0	15.0	17.0	17.0
6300000	-8662.491378053335	-1325.8339901871227	-7336.657387866212	-7336.657387866212	-1165.1149676194286	0.6421655306230859	8.636596026869542	0.3803343480838434	0.1731874165228426	0.20172779680481706	0.244750438588497	0.005329537915566326	20.622112348014394	24.197168903632466	1.3320621860462802	2.0256604507854608	2.273310608823813	9.828039874062856	1.0643685346911125	0.18818107282415053	0.061576290409742114	0.06703609360078232	91.0	102.0	75.0	111.0	3.0	41.0	38.0	3.0	22.0	27.0
6325000	-8679.50244505533	-1342.1597214607823	-7337.342723594548	-7337.342723594548	-1182.4241324791012	0.6260006269943801	9.033628024798567	0.3512645265222748	0.17652705449855063	0.2106212919947653	0.26158712698440945	0.005252896571625225	18.171888107730897	18.17597663207202	1.0951429896472744	2.123690086891196	3.5088724908017284	5.39213234562122	3.1869013927735677	0.2258504577120633	0.11514994009070359	0.048565562615593465	99.0	103.0	71.0	117.0	7.0	44.0	18.0	3.0	26.0	25.0
6350000	-8638.102987870225	-1333.3727495755097	-7304.7302382947155	-7304.7302382947155	-1173.8767095583014	0.616610914551827	7.076465344582581	0.35674287210394146	0.18490785405291177	0.20239176916099558	0.25595750468215134	0.005510823086092266	18.92753764632881	17.07644557825404	1.4265180812933558	2.216551629101424	3.871839161309432	8.518609878208242	1.3566092820286089	0.42930710789069354	0.07380542902624443	0.04397617599007428	103.0	103.0	74.0	131.0	1.0	27.0	14.0	12.0	31.0	17.0
6375000	-8623.730673069718	-1325.4010452674038	-7298.3296278023145	-7298.3296278023145	-1168.1599960283177	0.5422881774919677	8.037142055842487	0.37841960297702304	0.18803945916762224	0.20062307656635933	0.23291786128899555	0.005754446037423139	18.940844279890594	17.657612042439553	2.546687367587717	1.617445268652508	2.0495596142899637	5.066327600804786	1.2452331174102547	0.23337823876874136	0.023824054689200506	0.046716830219184324	91.0	114.0	69.0	118.0	9.0	40.0	15.0	13.0	30.0	14.0
6400000	-8673.472432690094	-1341.3233277061727	-7332.149104983922	-7332.149104983922	-1183.9980740410049	0.6156701754504265	9.990742653742755	0.33314940875111393	0.17746508772209885	0.22426971506799098	0.26511578845879635	0.005985412341475587	16.208967267516485	17.63927024011325	3.2976039225318674	1.8655253735880921	3.295689567939924	6.4327553077391135	1.0735380722884669	0.11872910261141317	0.03557665659881385	0.04026186809054199	93.0	110.0	69.0	119.0	3.0	50.0	14.0	19.0	14.0	22.0
6425000	-8696.694609718523	-1344.3634342719292	-7352.331175446594	-7352.331175446594	-1188.331478635764	0.6559813998940222	7.625364944822222	0.36921359571007145	0.17931252324246727	0.20386185469915843	0.24761202634830295	0.005405385035499704	15.547953571104127	17.038504880973942	5.068735284656618	1.5305896887589834	2.639372750423567	4.849296249517517	0.5521322877900009	0.0763416933254387	0.04439546976225455	0.07244459207918527	88.0	110.0	60.0	126.0	24.0	38.0	19.0	12.0	18.0	18.0
6450000	-8667.984363236077	-1327.7700202571536	-7340.214342978924	-7340.214342978924	-1167.0066110028663	0.6548134363151047	10.583507279300642	0.37800921621867367	0.1778039098910642	0.20126619338533588	0.24292068050492635	0.005907293039247478	24.250371560123863	19.390688174859584	3.46438882206351	1.4676921208605433	7.919225504992323	2.5640638280827543	1.682618406630465	0.02373788881847952	0.057890433401402354	0.0217644910515384	90.0	112.0	63.0	124.0	18.0	42.0	12.0	11.0	40.0	1.0
6475000	-8668.872654031173	-1326.8084103646388	-7342.064243666533	-7342.064243666533	-1161.3129123577353	0.5733760616923163	9.22842400818354	0.36564964331610955	0.17647653553772116	0.20928207931197412	0.2485917418341953	0.0056006429151820615	22.45744541565099	18.89359839954952	2.8122847644943634	1.926322197721598	11.927601972418723	4.329822552693451	2.2746998221063164	0.8141335854109644	0.023135595303252095	0.06270522471238331	81.0	118.0	69.0	120.0	8.0	39.0	19.0	4.0	38.0	17.0
6500000	-8709.837030874209	-1354.98913339292	-7354.84789748129	-7354.84789748129	-1193.9359830909095	0.6622467860143259	9.806717616007901	0.3513544032174764	0.1896269741837637	0.21087359363239247	0.24814502896636753	0.005704548036864731	19.086080998444007	23.950895760712164	4.963500619171249	1.4733466173300982	3.5636306370529134	6.30692436395314	2.7574741046214153	0.20773201610157382	0.030427540429925848	0.06734133933553335	61.0	126.0	64.0	126.0	5.0	38.0	27.0	28.0	26.0	12.0
6525000	-8668.805001420878	-1330.3210857839567	-7338.483915636921	-7338.483915636921	-1170.2923000808917	0.5516862253948673	8.496580134917648	0.35048513414283383	0.18498787358950425	0.2067787160460128	0.2577482762216492	0.005174412459817406	22.80639440083599	21.460210674872506	7.485209863742628	1.5658635333349689	3.2543912848410494	5.650189059415913	3.7670361039813387	0.26047004953750436	0.020611432142363356	0.025875464137803644	64.0	127.0	52.0	137.0	2.0	39.0	24.0	27.0	15.0	26.0
6550000	-8651.279105727052	-1310.9057851335897	-7340.373320593461	-7340.373320593461	-1152.6324400826418	0.5565062141903178	8.00765847700137	0.35202499086974676	0.18871429184194377	0.2067787160460128	0.2524820012422967	0.005257785939458186	20.783194382674573	19.400127052531477	11.25751609973184	1.662618632256313	1.2708782940463113	5.202112516855636	2.3349221778037506	0.11330988115819775	0.02282951959826396	0.012826529870808024	66.0	117.0	49.0	143.0	2.0	37.0	35.0	21.0	12.0	31.0
6575000	-8665.216720265682	-1312.2993305707405	-7352.917389694942	-7352.917389694942	-1153.74051158369	0.5362673137848549	8.988897379886373	0.37235107386699967	0.18992394260276316	0.1962021637247288	0.24152281980550844	0.005571784922822547	19.526202669534808	17.094147998235265	8.484764458747756	2.174883916447621	1.640849856302392	4.0477954859303695	4.937041050064916	0.10260469381515126	0.02657603662622617	0.025936224372168665	71.0	128.0	40.0	135.0	1.0	50.0	20.0	23.0	16.0	29.0
6600000	-8654.664170034897	-1312.6158813312736	-7342.048288703624	-7342.048288703624	-1156.4149791856867	0.5889059037687903	8.605081923443679	0.3616608151211967	0.17813587629316882	0.2019524177612492	0.2582508908243854	0.0052752321215994765	25.788752161722787	15.975048310321396	7.228718740947508	1.7475867246928805	3.7040079911222987	5.875437105507612	0.29448574372837083	0.09312129732152179	0.032594941898130954	0.02357229385249823	86.0	131.0	20.0	134.0	4.0	68.0	6.0	22.0	10.0	32.0
6625000	-8700.277155163725	-1345.7783896360838	-7354.498765527641	-7354.498765527641	-1189.7373827667736	0.5603267751169125	8.57998407235933	0.35170212015393504	0.18621193001615602	0.21201055188231446	0.25007539794759476	0.005867551938474215	23.94430279884418	12.743995185084826	23.352137850117856	2.2466260818334507	2.613490004770902	4.893484750857353	0.08271450820383248	0.05974475896041907	0.021608531081684063	0.02838618708426339	80.0	125.0	23.0	139.0	10.0	72.0	5.0	23.0	8.0	28.0
6650000	-8674.06989735219	-1334.4176677181244	-7339.652229634066	-7339.652229634066	-1178.2316575747252	0.6180361986125661	11.155323257739564	0.361979614440499	0.19085929615477745	0.1948707532164993	0.2522903361882245	0.005530161769658968	17.96250345439604	14.810519335838139	13.404838219150907	1.9992574659598905	4.727822117663413	4.598409755036392	0.1971230908060441	0.033850807185444434	0.029816822478759678	0.036087621196526656	77.0	117.0	38.0	143.0	8.0	67.0	11.0	18.0	2.0	32.0
6675000	-8719.085172350096	-1378.1073353593506	-7340.977836990746	-7340.977836990746	-1220.2311562948678	0.5471468889134342	7.56794036282347	0.37089376126316465	0.19144675002805028	0.1917879406541194	0.24587154805466593	0.005245993202949797	14.904845862117368	20.471406595364545	8.882847849286737	2.6565892214518008	6.6332422413063625	3.5439832183706854	2.2374387835361165	0.03822222142222822	0.022509083013736126	0.03053481081383602	78.0	119.0	40.0	135.0	30.0	47.0	9.0	13.0	13.0	29.0
6700000	-8767.875791818553	-1418.4660273524446	-7349.409764466109	-7349.409764466109	-1259.9191977926378	0.6161838231276605	8.610688595361426	0.3763061921330826	0.1810270997945549	0.20242067141952472	0.24024603665283806	0.005308204825432921	20.059047376924973	20.60637059238355	8.388636739403296	2.515804167801309	9.456954327524981	3.5464174359986345	0.2566139070677703	0.042731323185947835	0.051248268153109636	0.06476164583174429	68.0	112.0	42.0	145.0	24.0	61.0	5.0	22.0	1.0	33.0
6725000	-8732.77228211113	-1394.7426833292616	-7338.029598781867	-7338.029598781867	-1238.2322903054296	0.6137828223308308	8.973436895493364	0.3526383527236581	0.17901653118852567	0.21528473070128956	0.253060385386527	0.005517473852339074	20.901584640683694	18.782163276930195	6.119855865911045	2.4894053168036607	4.135949053100885	2.9152182818710632	0.26674139691208854	0.05483494540382099	0.1033851883892971	0.06730204734527775	59.0	130.0	44.0	146.0	27.0	52.0	8.0	22.0	7.0	18.0
6750000	-8742.786197016967	-1392.7490713310758	-7350.037125685892	-7350.037125685892	-1231.990421234125	0.6416981894574111	7.040830499423948	0.35546954202038283	0.18725733122045363	0.20826395880966336	0.24900916794950048	0.005373791323769978	15.285715952143923	19.63574345399306	12.382144456236475	2.210789225235719	10.282772352236695	3.1877191912197507	0.6434222040928871	0.13625630677845033	0.07707303340641912	0.07339874398982517	53.0	125.0	45.0	161.0	30.0	42.0	4.0	17.0	6.0	30.0
6775000	-8777.301478761074	-1424.1334352875551	-7353.168043473518	-7353.168043473518	-1259.5075283825001	0.592490549690001	8.253118912468876	0.37766369218585016	0.18407897095338685	0.18642862366361265	0.25182871319715067	0.005742304615972445	19.934440354415827	17.888342936168947	9.045262556307621	2.0789662803820246	5.3476845682653105	4.6653084123580975	7.314875094073752	0.6482581773035553	0.2623219610904823	0.11711666494331195	53.0	129.0	48.0	152.0	39.0	30.0	3.0	1.0	18.0	40.0
